Date,Name and Loc,Rating,Title,Review
,"safi_npMumbai, India","<span class=""ui_bubble_rating bubble_40""></span>",Sunset view at anjuna is surely not to be missed. Also the saturday night market  between baga and anjuna.,Nice sunset
Date of experience: December 2014,"924jaynehKeighley, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>","Lovely beach, great bars and restaurants
Sand lively but rather rocky in the sea 
Well worth a visit but watch out for the hawkers on the beach they can spoil the enjoyment at times","Great Beach, great atmosphere"
,Dipten C,"<span class=""ui_bubble_rating bubble_50""></span>",Scarlet and anjuna both beaches are near to a village. Strictly for foreigners. Weaves are quiet dangerous over here.,Good beach
Date of experience: December 2014,"Gandhi SAberdeen, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>","Anjuna beach is nice, with a lot of bars along it's length, and isn't too crowded. It's clean and worth a visit.",A more quiet beach with a lot of boutique bars/shops
Date of experience: January 2015,"AkashRoonwalBengaluru, India","<span class=""ui_bubble_rating bubble_50""></span>","Sunset at Anjuna Beach! A spectacular sight. Peaceful, calm during the evenings. During the day its just like a fish market!",Serene :)
,"chinarg2014New Delhi, India","<span class=""ui_bubble_rating bubble_30""></span>","Anjuna beach is happening place with big market, beautiful scenery, many bars/restaurants etc. BUT don't plan to go there if you want to swim there or even want to go in water three. It seems all the river bed is made up of concrete stones...More",Good beach for everything except swimming
Date of experience: November 2014,"Michael OLlandudno, United Kingdom","<span class=""ui_bubble_rating bubble_20""></span>","It used to be o.k. And is still good for night parties. But that is it. Unrelenting tourism has taken its toll.unless you walk to the beach from around the anjuna market area on a day it is closed, you have to walk the gauntlet...More",Paradise lost
Date of experience: December 2014,"cadmusproToronto, Canada","<span class=""ui_bubble_rating bubble_50""></span>","If you are there for a party, lets just say this is the place to be. When you first walk onto the beach at night when the parties have started it is almost breath-taking at the size, amount, and scope of the parties. For new...More",Where you want to be
Date of experience: December 2014,"Satyendra GNew Delhi, India","<span class=""ui_bubble_rating bubble_30""></span>",Anjuna used to be a good beach in 1990s when it was a combination of rocks and decent beach. Now because of the extensive erosion there is hardly any beach left and what you have is heavy blocks of rock and concrete put to check...More,"If you are looking for a beach, avoid it. It is all rocks and crowded."
,"JacMBrisbaneWeno, Federated States of Micronesia","<span class=""ui_bubble_rating bubble_40""></span>","The sand is brown and the shore is very rocky, but the beach culture is fab (bar dancefloors along the water itself), there's plenty of beach chairs, beautiful palm trees, and decent waves for body surfing and a a good swim if you're confident in...More",Decent Indian beach!
Date of experience: December 2014,VagueosScotland,"<span class=""ui_bubble_rating bubble_30""></span>","The other beaches are better if you want something quiet, but this beach is good for eating and drinking.  Take a trip further north to Morjem if you want a bit of peace and quiet",Its ok but not the best
Date of experience: December 2014,Priya_Sethi16,"<span class=""ui_bubble_rating bubble_30""></span>",Its almost like a private access to Curlie's once you cross Anjuna Market...someone going only for beach may not enjoy much but we enjoyed activities like boat ride etc,Nice for party at Curlie's!
Date of experience: December 2014,Lucy TSheffield,"<span class=""ui_bubble_rating bubble_20""></span>",I visited anjuna beach with my boyfriend and stayed in the town for three nights. It was my least favourite part of the goan coast. It was impossible to lie down for more than 30 seconds before another hawker or beggar came to aggressively sell/beg....More,Not a nice place to relax
Date of experience: January 2014,avsharmanewdelhi,"<span class=""ui_bubble_rating bubble_20""></span>",the beach is down from a hillock . the one on left is rocky . not so nice . but the one on right is better . you need to climb down . used to be known as the hippie beach,rocky
Date of experience: December 2014,"umeshmajhiBengaluru, India","<span class=""ui_bubble_rating bubble_30""></span>",Its good but not as good as Baga or Calangute. One time visit. Its good but not as good as Baga or Calangute. One time visit. Its good but not as good as Baga or Calangute. One time visit. Its good but not as good...More,good but not beter thn B&C
Date of experience: January 2014,"clearlightceringDharamsala, India","<span class=""ui_bubble_rating bubble_50""></span>","It's a beautiful beach. Much quieter than other beaches of goa.
Like the environment there. I personally will recommend everyone to visit there.",beautiful & quite.
Date of experience: December 2014,monisha_borthakur1,"<span class=""ui_bubble_rating bubble_10""></span>",we reached Goa around evening time and went to see the nearest  beach as suggested by tamarind hotel staff. We were quite disappointed as it was quite dark and deserted. Market too was quite a down. had to come back immediately and went to baga,visit to anjuna beach
Date of experience: December 2014,"3208ijChandigarh, India","<span class=""ui_bubble_rating bubble_40""></span>","Just like Vagator Beach, this beach is also worth a visit, it also has different terrain like small hills where you can see the Flea Market with all kind of stuff clothing, ornaments, accessories etc. A shack there has kept Two Rottweilers, one of which...More",Better than Baga and Calangute Beach
Date of experience: December 2014,"Mridul14Ahmedabad, India","<span class=""ui_bubble_rating bubble_10""></span>",There is no beach. It's just full of rock. Avoid going there & wasting time. understand some movies were shot here due to rocks but it's surely not a beach,Is it a beach?
Date of experience: December 2014,"375ranjanNew Delhi, India","<span class=""ui_bubble_rating bubble_40""></span>",u should never miss it. there are two anjuna beaches one is south which is totaly rocky...best for taking picture nd just for one hour after that go to noarth anjuna best place to chill but dont take ride there. because rock inside the see...More,Very clean nd nice
,AmitKumarD30,"<span class=""ui_bubble_rating bubble_40""></span>","The mix of rock and sand beach. Perfect for photography!

If you like weed, roll a joint and enjoy the cool breeze with a beer offcourse!",Perfect Beach for lazying around.
Date of experience: December 2014,"anansitNew Delhi, India","<span class=""ui_bubble_rating bubble_30""></span>",Beach is ok ok types.. no much crowd. But not good for Sun bath as lots of stones. Very far from central location. Not near to main road its inside.,Average
Date of experience: December 2014,"Azee77Pune, Maharashtra, India","<span class=""ui_bubble_rating bubble_40""></span>","Go for flea market and curleys. Curleys is the best shack hotel on Anjuna. It has sea facing view and <3 public, crowd is awesome. Romantic feel yu may get at Anjuna here.",Go for flea market and curleys
Date of experience: December 2014,mrkhan_109,"<span class=""ui_bubble_rating bubble_40""></span>",Its an awesome beach with beautiful location. Many movies also has been shot on this beach. Though its an rocky beach the water is clean n good.,picturesque beach
Date of experience: October 2014,"Shachi1521Lucknow, India","<span class=""ui_bubble_rating bubble_40""></span>",A normal beach with not much crowd. Is clean & has scenic view. Good for photography. No water sports here.,Not crowded
Date of experience: February 2014,Elan177,"<span class=""ui_bubble_rating bubble_40""></span>","Its a usual beach of goa, Liked it very much due to a mix of sand and rock. No good restaurants nearby and the beach is very clean.",Least Crowded
Date of experience: June 2014,"L0ve4bassMumbai, India","<span class=""ui_bubble_rating bubble_40""></span>",I visited this beach late in the afternoon and it started to drizzle. Managed to take a few snaps there without letting my DSLR getting washed by the enraging waves and also the rain pouring down. Don't have much to share about this place as...More,The sea doesn't treat you well in the monsoon
